Day,Time,Website,Hop No,IP,Time1,Time2,Time3
15 Apr,13:00:02,www.harenet.ad.jp,7,146.97.38.49,15.864,15.206,15.129
15 Apr,13:00:02,www.harenet.ad.jp,8,146.97.33.61,4.800,4.664,4.639
15 Apr,13:00:02,www.harenet.ad.jp,9,146.97.35.194,4.549,5.104,5.024
15 Apr,13:00:02,www.harenet.ad.jp,10,62.115.175.106,4.880,4.751,4.679
15 Apr,13:00:02,www.harenet.ad.jp,11,62.115.142.244,6.832,6.755,6.534
15 Apr,13:00:02,www.harenet.ad.jp,18,213.248.82.234,239.602,238.866,230.191
15 Apr,13:00:02,www.harenet.ad.jp,21,211.125.114.74,263.839,245.995,247.280
15 Apr,13:00:02,www.harenet.ad.jp,23,103.14.13.3,258.372,250.759,247.348
15 Apr,16:00:02,www.washington.edu,1,192.168.25.1,0.567,0.450,0.416
15 Apr,16:00:02,www.washington.edu,2,139.222.0.1,7.460,10.933,3.942
15 Apr,16:00:02,www.washington.edu,3,10.0.0.1,3.932,8.588,12.350
15 Apr,16:00:02,www.washington.edu,4,193.62.92.125,1.364,1.316,1.265
15 Apr,16:00:02,www.washington.edu,5,10.11.1.0,1.464,1.416,1.536
15 Apr,16:00:02,www.washington.edu,6,146.97.141.116,4.371,4.249,4.192
15 Apr,16:00:02,www.washington.edu,7,146.97.38.49,4.691,4.530,4.488
15 Apr,16:00:02,www.washington.edu,8,146.97.33.61,4.551,4.477,4.397
15 Apr,16:00:02,www.washington.edu,9,72.14.205.74,4.639,4.805,4.673
15 Apr,16:00:02,www.bijt.net,1,192.168.25.1,0.998,0.938,0.888
15 Apr,16:00:02,www.bijt.net,2,139.222.0.1,4.605,10.423,7.291
15 Apr,16:00:02,www.bijt.net,3,10.0.0.1,4.455,7.374,10.430
15 Apr,16:00:02,www.bijt.net,4,193.62.92.125,1.527,1.476,1.432
15 Apr,16:00:02,www.bijt.net,5,10.11.1.0,1.850,1.802,1.739
15 Apr,16:00:02,www.bijt.net,6,146.97.141.116,4.120,4.348,4.327
15 Apr,16:00:02,www.bijt.net,7,146.97.38.49,4.578,4.835,4.775
15 Apr,16:00:02,www.bijt.net,8,146.97.33.61,4.699,4.638,5.757
15 Apr,16:00:02,www.bijt.net,9,146.97.35.194,4.794,4.954,4.897
15 Apr,16:00:02,www.bijt.net,11,130.117.15.20,5.124,5.258,5.262
15 Apr,16:00:02,www.bijt.net,13,154.54.72.182,5.810,5.697,5.604
15 Apr,16:00:02,www.bijt.net,14,154.54.95.101,74.885,74.835,75.298
15 Apr,16:00:02,www.bijt.net,15,154.54.30.121,79.203,78.944,79.274
15 Apr,16:00:02,www.bijt.net,16,154.54.172.170,92.744,92.995,95.746
15 Apr,16:00:02,www.bijt.net,17,154.54.40.110,111.820,111.964,111.930
15 Apr,16:00:02,www.bijt.net,18,154.54.41.53,112.027,112.174,112.027
15 Apr,16:00:02,www.bijt.net,19,154.54.165.26,157.389,134.688,134.649
15 Apr,16:00:02,www.bijt.net,20,154.54.166.58,133.561,134.244,134.198
15 Apr,16:00:02,www.bijt.net,21,154.54.45.162,140.023,140.066,138.850
15 Apr,16:00:02,www.bijt.net,22,154.54.3.70,139.140,139.557,139.193
15 Apr,16:00:02,www.bijt.net,23,154.54.86.41,136.860,136.775,136.718
15 Apr,16:00:02,www.bijt.net,24,38.104.84.15,142.756,143.137,143.092
15 Apr,16:00:02,www.bijt.net,25,104.171.226.68,142.738,143.095,142.653
15 Apr,16:00:02,www.bijt.net,26,172.80.0.167,142.137,142.111,142.112
15 Apr,16:00:02,www.ntua.gr,1,192.168.25.1,0.540,0.434,0.481
15 Apr,16:00:02,www.ntua.gr,2,139.222.0.1,7.536,4.232,10.022
15 Apr,16:00:02,www.ntua.gr,3,10.0.0.1,4.169,7.258,10.008
15 Apr,16:00:02,www.ntua.gr,4,193.62.92.125,1.472,1.388,1.300
15 Apr,16:00:02,www.ntua.gr,5,10.11.1.0,1.904,1.780,1.704
15 Apr,16:00:02,www.ntua.gr,6,146.97.141.116,4.501,4.511,4.409
15 Apr,16:00:02,www.ntua.gr,7,146.97.38.49,4.415,4.718,4.639
15 Apr,16:00:02,www.ntua.gr,8,146.97.33.5,5.251,5.600,5.523
15 Apr,16:00:02,www.ntua.gr,14,62.40.124.43,50.793,50.646,50.799
15 Apr,16:00:02,www.ntua.gr,15,62.217.100.72,60.181,67.274,60.093
15 Apr,16:00:02,www.ntua.gr,16,62.217.96.169,61.542,61.812,61.845
15 Apr,16:00:02,www.harenet.ad.jp,1,192.168.25.1,1.115,1.043,0.966
15 Apr,16:00:02,www.harenet.ad.jp,2,139.222.0.1,10.460,4.437,7.243
15 Apr,16:00:02,www.harenet.ad.jp,3,10.0.0.1,20.040,16.867,23.014
15 Apr,16:00:02,www.harenet.ad.jp,4,193.62.92.125,1.408,1.355,1.301
15 Apr,16:00:02,www.harenet.ad.jp,5,10.11.1.0,1.440,1.582,1.498
15 Apr,16:00:02,www.harenet.ad.jp,6,146.97.141.116,4.212,4.814,4.747
15 Apr,16:00:02,www.harenet.ad.jp,7,146.97.38.49,4.795,4.625,4.549
15 Apr,16:00:02,www.harenet.ad.jp,8,146.97.33.61,4.667,4.539,4.602
15 Apr,16:00:02,www.harenet.ad.jp,9,146.97.35.194,4.776,4.800,4.712
15 Apr,16:00:02,www.harenet.ad.jp,11,62.115.142.244,6.634,6.988,8.370
15 Apr,16:00:02,www.harenet.ad.jp,12,62.115.139.142,5.008,5.007,5.300
15 Apr,16:00:02,www.harenet.ad.jp,13,62.115.133.239,11.557,12.454,11.405
15 Apr,16:00:02,www.harenet.ad.jp,14,62.115.138.227,25.249,26.030,21.561
15 Apr,16:00:02,www.harenet.ad.jp,15,62.115.139.204,158.430,158.325,156.912
15 Apr,16:00:02,www.harenet.ad.jp,16,62.115.138.201,236.372,248.339,248.750
15 Apr,16:00:02,www.harenet.ad.jp,18,213.248.82.234,237.892,226.422,225.013
15 Apr,16:00:02,www.harenet.ad.jp,20,211.125.114.65,243.958,253.822,243.979
15 Apr,16:00:02,www.harenet.ad.jp,21,211.125.114.70,244.914,265.861,319.263
15 Apr,16:00:02,www.harenet.ad.jp,22,211.125.119.102,244.230,256.093,245.022
15 Apr,20:00:02,www.washington.edu,1,192.168.25.1,0.469,0.415,0.357
15 Apr,20:00:02,www.washington.edu,2,139.222.0.1,4.178,10.099,6.952
15 Apr,20:00:02,www.washington.edu,3,10.0.0.1,9.643,12.834,24.025
15 Apr,20:00:02,www.washington.edu,4,193.62.92.125,1.770,1.721,1.677
15 Apr,20:00:02,www.washington.edu,5,10.11.1.0,1.683,1.638,1.562
15 Apr,20:00:02,www.washington.edu,6,146.97.141.116,4.341,4.216,4.158
15 Apr,20:00:02,www.washington.edu,8,146.97.33.61,4.748,4.661,4.825
15 Apr,20:00:02,www.washington.edu,9,72.14.205.74,4.561,4.699,4.693
15 Apr,20:00:02,www.bijt.net,1,192.168.25.1,0.860,0.780,0.723
15 Apr,20:00:02,www.bijt.net,2,139.222.0.1,10.919,7.966,13.763
15 Apr,20:00:02,www.bijt.net,4,193.62.92.125,1.267,1.213,1.425
15 Apr,20:00:02,www.bijt.net,5,10.11.1.0,1.672,1.606,1.549
15 Apr,20:00:02,www.bijt.net,6,146.97.141.116,4.266,4.458,4.396
15 Apr,20:00:02,www.bijt.net,7,146.97.38.49,4.701,4.601,4.532
15 Apr,20:00:02,www.bijt.net,8,146.97.33.61,6.630,6.284,5.223
15 Apr,20:00:02,www.bijt.net,9,146.97.35.194,5.301,4.908,4.701
15 Apr,20:00:02,www.bijt.net,11,130.117.15.20,5.418,5.374,5.287
15 Apr,20:00:02,www.bijt.net,12,154.54.74.141,6.410,6.165,6.374
15 Apr,20:00:02,www.bijt.net,13,154.54.75.150,5.465,5.492,5.675
15 Apr,20:00:02,www.bijt.net,14,154.54.95.101,74.848,74.294,74.589
15 Apr,20:00:02,www.bijt.net,16,154.54.169.178,95.605,96.931,94.216
15 Apr,20:00:02,www.bijt.net,17,154.54.40.110,111.695,102.350,102.338
15 Apr,20:00:02,www.bijt.net,18,154.54.40.249,112.251,112.178,112.531
15 Apr,20:00:02,www.bijt.net,19,154.54.165.26,138.061,133.896,133.829
15 Apr,20:00:02,www.bijt.net,20,154.54.166.70,133.232,133.710,133.656
15 Apr,20:00:02,www.bijt.net,21,154.54.44.86,139.788,141.003,140.467
15 Apr,20:00:02,www.bijt.net,22,154.54.27.118,138.982,138.853,139.187
15 Apr,20:00:02,www.bijt.net,23,154.54.86.41,136.805,136.981,136.867
15 Apr,20:00:02,www.bijt.net,24,38.104.84.15,143.306,155.650,155.483
15 Apr,20:00:02,www.bijt.net,25,104.171.226.68,142.916,142.960,142.881
15 Apr,20:00:02,www.bijt.net,26,172.80.0.167,142.502,142.405,142.286
15 Apr,20:00:02,www.ntua.gr,1,192.168.25.1,0.617,0.525,0.516
15 Apr,20:00:02,www.ntua.gr,2,139.222.0.1,5.255,7.120,15.968
15 Apr,20:00:02,www.ntua.gr,3,10.0.0.1,5.047,6.910,10.057
15 Apr,20:00:02,www.ntua.gr,4,193.62.92.125,1.516,4.752,4.692
15 Apr,20:00:02,www.ntua.gr,5,10.11.1.0,4.626,4.570,4.514
15 Apr,20:00:02,www.ntua.gr,6,146.97.141.116,4.527,4.322,4.260
15 Apr,20:00:02,www.ntua.gr,7,146.97.38.49,4.981,4.756,4.780
15 Apr,20:00:02,www.ntua.gr,8,146.97.33.5,5.537,5.465,5.394
15 Apr,20:00:02,www.ntua.gr,14,62.40.124.43,52.639,50.566,50.990
15 Apr,20:00:02,www.ntua.gr,15,62.217.100.72,60.047,60.114,60.565
15 Apr,20:00:02,www.ntua.gr,16,62.217.96.169,61.390,61.673,61.598
15 Apr,20:00:02,www.harenet.ad.jp,1,192.168.25.1,1.312,1.229,1.171
15 Apr,20:00:02,www.harenet.ad.jp,2,139.222.0.1,10.790,4.812,7.574
15 Apr,20:00:02,www.harenet.ad.jp,3,10.0.0.1,7.589,4.635,10.508
15 Apr,20:00:02,www.harenet.ad.jp,4,193.62.92.125,1.949,1.893,1.836
15 Apr,20:00:02,www.harenet.ad.jp,5,10.11.1.0,1.825,1.767,1.713
15 Apr,20:00:02,www.harenet.ad.jp,6,146.97.141.116,4.506,4.886,4.815
15 Apr,20:00:02,www.harenet.ad.jp,7,146.97.38.49,5.016,4.948,4.859
15 Apr,20:00:02,www.harenet.ad.jp,8,146.97.33.61,4.935,4.857,4.799
15 Apr,20:00:02,www.harenet.ad.jp,9,146.97.35.194,4.740,5.110,5.039
15 Apr,20:00:02,www.harenet.ad.jp,10,62.115.175.106,4.803,5.204,5.138
15 Apr,20:00:02,www.harenet.ad.jp,11,62.115.142.244,7.795,6.776,6.708
15 Apr,20:00:02,www.harenet.ad.jp,12,62.115.139.142,5.314,5.263,5.401
15 Apr,20:00:02,www.harenet.ad.jp,13,62.115.135.25,12.343,12.296,12.239
15 Apr,20:00:02,www.harenet.ad.jp,14,62.115.136.235,23.289,23.219,26.339
15 Apr,20:00:02,www.harenet.ad.jp,15,62.115.142.207,157.432,162.288,160.220
15 Apr,20:00:02,www.harenet.ad.jp,16,62.115.142.37,226.730,225.492,225.419
15 Apr,20:00:02,www.harenet.ad.jp,17,62.115.140.25,236.028,233.158,225.822
15 Apr,20:00:02,www.harenet.ad.jp,18,213.248.82.234,237.666,231.759,237.783
16 Apr,06:00:02,www.washington.edu,1,192.168.25.1,1.044,0.991,0.951
16 Apr,06:00:02,www.washington.edu,2,139.222.0.1,13.317,10.329,16.240
16 Apr,06:00:02,www.washington.edu,3,10.0.0.1,4.306,7.211,10.197
16 Apr,06:00:02,www.washington.edu,4,193.62.92.125,1.568,1.531,1.495
16 Apr,06:00:02,www.washington.edu,5,10.11.1.0,1.724,1.684,1.645
16 Apr,06:00:02,www.washington.edu,6,146.97.141.116,4.472,4.779,4.732
16 Apr,06:00:02,www.washington.edu,7,146.97.38.49,5.149,5.586,5.533
16 Apr,06:00:02,www.washington.edu,8,146.97.33.5,5.260,5.137,5.124
16 Apr,06:00:02,www.washington.edu,11,62.40.125.18,78.698,78.432,78.388
16 Apr,06:00:02,www.washington.edu,12,163.253.1.116,147.262,147.166,147.127
16 Apr,06:00:02,www.washington.edu,13,163.253.1.3,147.002,146.944,148.029
16 Apr,06:00:02,www.washington.edu,14,163.253.1.139,147.546,147.827,147.755
16 Apr,06:00:02,www.washington.edu,15,163.253.2.17,147.739,148.123,148.080
16 Apr,06:00:02,www.washington.edu,16,163.253.2.74,148.084,147.643,147.597
16 Apr,06:00:02,www.washington.edu,17,163.253.1.245,147.345,148.704,148.030
16 Apr,06:00:02,www.washington.edu,18,163.253.1.242,147.119,147.073,147.938
16 Apr,06:00:02,www.washington.edu,19,163.253.1.171,148.720,148.689,148.687
16 Apr,06:00:02,www.washington.edu,20,163.253.1.157,145.941,148.579,148.500
16 Apr,06:00:02,www.washington.edu,21,64.57.28.54,145.334,145.303,145.095
16 Apr,06:00:02,www.washington.edu,25,128.95.0.66,147.435,147.979,149.168
16 Apr,06:00:02,www.bijt.net,1,192.168.25.1,1.383,1.297,1.206
16 Apr,06:00:02,www.bijt.net,2,139.222.0.1,5.035,7.061,9.829
16 Apr,06:00:02,www.bijt.net,3,10.0.0.1,4.702,7.849,10.987
16 Apr,06:00:02,www.bijt.net,4,193.62.92.125,1.375,1.557,1.489
16 Apr,06:00:02,www.bijt.net,5,10.11.1.0,1.607,1.471,1.406
16 Apr,06:00:02,www.bijt.net,6,146.97.141.116,4.356,4.471,4.325
16 Apr,06:00:02,www.bijt.net,7,146.97.38.49,4.397,4.818,4.748
16 Apr,06:00:02,www.bijt.net,8,146.97.33.61,4.694,4.552,4.485
16 Apr,06:00:02,www.bijt.net,9,146.97.35.194,4.760,4.815,4.798
16 Apr,06:00:02,www.bijt.net,11,130.117.15.20,5.300,5.351,5.322
16 Apr,06:00:02,www.bijt.net,12,154.54.74.141,6.764,6.392,7.220
16 Apr,06:00:02,www.bijt.net,13,154.54.75.150,5.843,5.728,5.558
16 Apr,06:00:02,www.bijt.net,14,154.54.167.69,74.864,74.860,74.806
16 Apr,06:00:02,www.bijt.net,16,154.54.172.170,92.703,95.753,95.831
16 Apr,06:00:02,www.bijt.net,17,154.54.40.110,314.159,419.526,313.634
16 Apr,06:00:02,www.bijt.net,18,154.54.40.249,112.211,112.275,112.228
16 Apr,06:00:02,www.bijt.net,19,154.54.165.30,133.963,133.906,134.249
16 Apr,06:00:02,www.bijt.net,20,154.54.166.70,133.119,133.027,133.103
16 Apr,06:00:02,www.bijt.net,21,154.54.44.86,139.228,139.407,139.330
16 Apr,06:00:02,www.bijt.net,22,154.54.27.118,140.067,139.534,139.482
16 Apr,06:00:02,www.bijt.net,23,154.54.86.41,136.864,136.834,136.558
16 Apr,06:00:02,www.bijt.net,24,38.104.84.15,143.193,142.896,142.850
16 Apr,06:00:02,www.bijt.net,25,104.171.226.68,143.007,142.849,143.157
16 Apr,06:00:02,www.bijt.net,26,172.80.0.167,142.163,142.317,142.374
16 Apr,06:00:02,www.ntua.gr,1,192.168.25.1,1.044,0.930,0.856
16 Apr,06:00:02,www.ntua.gr,2,139.222.0.1,4.526,7.201,10.406
16 Apr,06:00:02,www.ntua.gr,3,10.0.0.1,4.331,7.095,10.201
16 Apr,06:00:02,www.ntua.gr,4,193.62.92.125,1.426,1.619,1.555
16 Apr,06:00:02,www.ntua.gr,5,10.11.1.0,1.750,1.685,1.530
16 Apr,06:00:02,www.ntua.gr,6,146.97.141.116,4.292,4.893,4.824
16 Apr,06:00:02,www.ntua.gr,7,146.97.38.49,5.497,4.876,4.583
16 Apr,06:00:02,www.ntua.gr,8,146.97.33.5,5.234,5.868,5.801
16 Apr,06:00:02,www.ntua.gr,14,62.40.124.43,50.599,50.818,51.951
16 Apr,06:00:02,www.ntua.gr,15,62.217.100.72,60.669,59.991,59.952
16 Apr,06:00:02,www.ntua.gr,16,62.217.96.169,61.345,61.251,61.315
16 Apr,06:00:02,www.harenet.ad.jp,1,192.168.25.1,0.932,0.845,0.741
16 Apr,06:00:02,www.harenet.ad.jp,2,139.222.0.1,7.533,11.030,13.515
16 Apr,06:00:02,www.harenet.ad.jp,3,10.0.0.1,6.070,11.105,17.891
16 Apr,06:00:02,www.harenet.ad.jp,4,193.62.92.125,1.455,1.393,1.334
16 Apr,06:00:02,www.harenet.ad.jp,5,10.11.1.0,1.680,1.600,1.524
16 Apr,06:00:02,www.harenet.ad.jp,6,146.97.141.116,4.379,5.027,4.948
16 Apr,06:00:02,www.harenet.ad.jp,7,146.97.38.49,5.014,4.620,4.545
16 Apr,06:00:02,www.harenet.ad.jp,8,146.97.33.61,4.609,4.770,4.705
16 Apr,06:00:02,www.harenet.ad.jp,9,146.97.35.194,4.716,4.930,4.680
16 Apr,06:00:02,www.harenet.ad.jp,10,62.115.175.106,4.896,4.753,4.650
16 Apr,06:00:02,www.harenet.ad.jp,11,62.115.142.244,6.394,6.349,7.969
16 Apr,06:00:02,www.harenet.ad.jp,12,62.115.139.142,5.047,5.139,5.022
16 Apr,06:00:02,www.harenet.ad.jp,13,62.115.135.25,12.796,11.993,12.389
16 Apr,06:00:02,www.harenet.ad.jp,14,62.115.124.55,21.672,21.651,25.192
16 Apr,06:00:02,www.harenet.ad.jp,15,62.115.134.229,159.241,161.120,160.282
16 Apr,06:00:02,www.harenet.ad.jp,16,62.115.142.37,225.430,239.813,233.227
16 Apr,06:00:02,www.harenet.ad.jp,17,62.115.140.25,226.193,225.813,225.765
16 Apr,06:00:02,www.harenet.ad.jp,18,62.115.140.25,227.958,237.089,237.583
16 Apr,13:00:02,www.washington.edu,1,192.168.25.1,0.694,0.646,0.609
16 Apr,13:00:02,www.washington.edu,2,139.222.0.1,4.333,7.142,10.133
16 Apr,13:00:02,www.washington.edu,3,10.0.0.1,4.810,12.059,15.265
16 Apr,13:00:02,www.washington.edu,4,193.62.92.125,1.480,1.444,1.409
16 Apr,13:00:02,www.washington.edu,5,10.11.1.0,1.476,1.430,1.638
16 Apr,13:00:02,www.washington.edu,6,146.97.141.116,4.354,4.468,4.427
16 Apr,13:00:02,www.washington.edu,7,146.97.38.49,4.458,4.627,4.579
16 Apr,13:00:02,www.washington.edu,8,146.97.33.61,4.639,4.604,4.549
16 Apr,13:00:02,www.washington.edu,9,72.14.205.74,4.448,4.665,4.659
16 Apr,13:00:02,www.bijt.net,1,192.168.25.1,0.657,0.598,0.553
16 Apr,13:00:02,www.bijt.net,2,139.222.0.1,16.650,24.457,6.716
16 Apr,13:00:02,www.bijt.net,3,10.0.0.1,4.209,7.219,10.305
16 Apr,13:00:02,www.bijt.net,4,193.62.92.125,1.474,1.384,1.336
16 Apr,13:00:02,www.bijt.net,5,10.11.1.0,1.530,1.484,1.437
16 Apr,13:00:02,www.bijt.net,6,146.97.141.116,4.350,5.386,5.334
16 Apr,13:00:02,www.bijt.net,7,146.97.38.49,4.694,4.780,4.685
16 Apr,13:00:02,www.bijt.net,8,146.97.33.61,4.700,4.615,4.568
16 Apr,13:00:02,www.bijt.net,9,146.97.35.194,4.525,5.280,4.622
16 Apr,13:00:02,www.bijt.net,11,130.117.15.20,5.241,5.186,5.194
16 Apr,13:00:02,www.bijt.net,12,154.54.74.141,5.459,6.522,6.565
16 Apr,13:00:02,www.bijt.net,13,154.54.72.182,5.708,5.655,5.738
16 Apr,13:00:02,www.bijt.net,14,154.54.95.101,74.913,74.701,74.765
16 Apr,13:00:02,www.bijt.net,15,154.54.170.69,79.116,79.051,79.169
16 Apr,13:00:02,www.bijt.net,16,154.54.172.170,92.710,92.453,92.823
16 Apr,13:00:02,www.bijt.net,17,154.54.40.110,103.003,102.538,102.621
16 Apr,13:00:02,www.bijt.net,18,154.54.40.249,112.032,112.343,112.300
16 Apr,13:00:02,www.bijt.net,19,154.54.165.30,134.338,134.505,134.458
16 Apr,13:00:02,www.bijt.net,20,154.54.166.58,133.539,133.482,133.438
16 Apr,13:00:02,www.bijt.net,21,154.54.45.162,140.228,140.149,140.105
16 Apr,13:00:02,www.bijt.net,22,154.54.3.70,139.194,139.343,139.722
16 Apr,13:00:02,www.bijt.net,23,154.54.86.41,136.810,136.711,136.725
16 Apr,13:00:02,www.bijt.net,24,38.104.84.15,165.415,143.423,143.338
16 Apr,13:00:02,www.bijt.net,25,104.171.226.68,142.874,142.653,142.928
16 Apr,13:00:02,www.bijt.net,26,172.80.0.167,142.414,142.079,142.207
16 Apr,13:00:02,www.ntua.gr,1,192.168.25.1,1.037,0.932,0.861
16 Apr,13:00:02,www.ntua.gr,2,139.222.0.1,4.740,7.414,10.417
16 Apr,13:00:02,www.ntua.gr,3,10.0.0.1,4.517,7.301,10.504
16 Apr,13:00:02,www.ntua.gr,4,193.62.92.125,1.327,1.474,1.400
16 Apr,13:00:02,www.ntua.gr,5,10.11.1.0,1.532,1.451,1.557
16 Apr,13:00:02,www.ntua.gr,6,146.97.141.116,4.771,4.951,4.881
16 Apr,13:00:02,www.ntua.gr,7,146.97.38.49,4.926,4.673,4.539
16 Apr,13:00:02,www.ntua.gr,8,146.97.33.5,5.158,5.231,5.610
16 Apr,13:00:02,www.ntua.gr,14,62.40.124.43,50.837,51.211,51.138
16 Apr,13:00:02,www.ntua.gr,15,62.217.100.72,60.441,60.755,60.537
16 Apr,13:00:02,www.ntua.gr,16,62.217.96.169,61.080,61.434,62.039
16 Apr,13:00:02,www.harenet.ad.jp,1,192.168.25.1,0.931,0.851,0.789
16 Apr,13:00:02,www.harenet.ad.jp,2,139.222.0.1,4.321,7.279,10.284
16 Apr,13:00:02,www.harenet.ad.jp,3,10.0.0.1,4.720,7.834,10.972
16 Apr,13:00:02,www.harenet.ad.jp,4,193.62.92.125,1.124,1.360,1.302
16 Apr,13:00:02,www.harenet.ad.jp,5,10.11.1.0,1.492,1.431,1.414
16 Apr,13:00:02,www.harenet.ad.jp,6,146.97.141.116,4.436,4.458,4.395
16 Apr,13:00:02,www.harenet.ad.jp,7,146.97.38.49,6.971,6.627,6.303
16 Apr,13:00:02,www.harenet.ad.jp,8,146.97.33.61,4.631,4.533,4.599
16 Apr,13:00:02,www.harenet.ad.jp,9,146.97.35.194,4.487,5.262,4.840
16 Apr,13:00:02,www.harenet.ad.jp,11,62.115.142.244,7.489,7.380,7.255
16 Apr,13:00:02,www.harenet.ad.jp,12,62.115.139.142,5.201,4.993,5.060
16 Apr,13:00:02,www.harenet.ad.jp,14,62.115.137.5,16.874,25.645,25.089
16 Apr,13:00:02,www.harenet.ad.jp,18,213.248.82.234,238.038,238.790,230.550
16 Apr,13:00:02,www.harenet.ad.jp,20,211.125.119.102,244.290,252.415,245.884
16 Apr,13:00:02,www.harenet.ad.jp,22,103.14.13.3,248.273,246.966,255.664
16 Apr,16:00:02,www.washington.edu,1,192.168.25.1,0.658,0.563,0.480
16 Apr,16:00:02,www.washington.edu,2,139.222.0.1,4.380,7.177,9.894
16 Apr,16:00:02,www.washington.edu,3,10.0.0.1,4.129,7.056,10.165
16 Apr,16:00:02,www.washington.edu,4,193.62.92.125,1.338,1.251,1.260
16 Apr,16:00:02,www.washington.edu,5,10.11.1.0,1.313,1.552,1.467
16 Apr,16:00:02,www.washington.edu,6,146.97.141.116,4.335,4.469,4.386
16 Apr,16:00:02,www.washington.edu,7,146.97.38.49,5.861,5.198,5.185
16 Apr,16:00:02,www.washington.edu,8,146.97.33.5,5.471,5.389,5.201
16 Apr,16:00:02,www.washington.edu,11,62.40.125.18,77.097,77.004,76.927
16 Apr,16:00:02,www.washington.edu,12,163.253.1.116,148.063,147.975,147.835
16 Apr,16:00:02,www.washington.edu,13,163.253.1.107,147.604,147.539,147.520
16 Apr,16:00:02,www.washington.edu,14,163.253.1.139,146.894,146.503,146.456
16 Apr,16:00:02,www.washington.edu,15,163.253.2.17,146.423,148.947,148.901
16 Apr,16:00:02,www.washington.edu,16,163.253.2.74,147.144,147.114,147.085
16 Apr,16:00:02,www.washington.edu,17,163.253.1.245,147.641,147.592,148.535
16 Apr,16:00:02,www.washington.edu,18,163.253.1.242,146.621,146.590,148.551
16 Apr,16:00:02,www.washington.edu,19,163.253.1.171,147.118,147.016,147.417
16 Apr,16:00:02,www.washington.edu,20,163.253.1.157,147.368,148.877,148.836
16 Apr,16:00:02,www.washington.edu,21,64.57.28.54,145.437,145.357,145.231
16 Apr,16:00:02,www.washington.edu,25,128.95.0.66,146.586,146.146,146.346
16 Apr,16:00:02,www.bijt.net,1,192.168.25.1,0.671,0.585,0.492
16 Apr,16:00:02,www.bijt.net,2,139.222.0.1,4.636,11.629,14.801
16 Apr,16:00:02,www.bijt.net,3,10.0.0.1,10.978,4.615,7.754
16 Apr,16:00:02,www.bijt.net,4,193.62.92.125,1.321,1.237,1.174
16 Apr,16:00:02,www.bijt.net,5,10.11.1.0,1.445,1.388,1.468
16 Apr,16:00:02,www.bijt.net,6,146.97.141.116,4.289,4.385,4.311
16 Apr,16:00:02,www.bijt.net,7,146.97.38.49,4.635,4.652,4.576
16 Apr,16:00:02,www.bijt.net,8,146.97.33.61,4.542,4.563,4.482
16 Apr,16:00:02,www.bijt.net,9,146.97.35.194,5.074,4.747,4.624
16 Apr,16:00:02,www.bijt.net,11,130.117.15.20,5.651,5.351,5.276
16 Apr,16:00:02,www.bijt.net,12,154.54.74.145,6.796,44.561,44.478
16 Apr,16:00:02,www.bijt.net,13,154.54.72.182,5.943,5.524,5.670
16 Apr,16:00:02,www.bijt.net,14,154.54.95.101,74.916,74.707,75.585
16 Apr,16:00:02,www.bijt.net,15,154.54.30.121,79.040,79.421,79.357
16 Apr,16:00:02,www.bijt.net,16,154.54.172.170,92.891,92.826,95.892
16 Apr,16:00:02,www.bijt.net,18,154.54.40.249,112.120,112.137,112.089
16 Apr,16:00:02,www.bijt.net,19,154.54.165.30,134.033,134.314,134.011
16 Apr,16:00:02,www.bijt.net,20,154.54.166.70,133.070,133.099,133.708
16 Apr,16:00:02,www.bijt.net,21,154.54.45.162,140.217,140.189,140.142
16 Apr,16:00:02,www.bijt.net,22,154.54.3.70,139.105,138.982,139.132
16 Apr,16:00:02,www.bijt.net,23,154.54.86.41,136.560,136.900,136.853
16 Apr,16:00:02,www.bijt.net,24,38.104.84.15,142.708,143.238,142.969
16 Apr,16:00:02,www.bijt.net,25,104.171.226.68,142.584,142.665,142.720
16 Apr,16:00:02,www.bijt.net,26,172.80.0.167,142.055,142.123,142.092
16 Apr,16:00:02,www.ntua.gr,1,192.168.25.1,0.601,0.488,0.428
16 Apr,16:00:02,www.ntua.gr,2,139.222.0.1,4.128,7.042,9.824
16 Apr,16:00:02,www.ntua.gr,3,10.0.0.1,3.972,7.081,10.134
16 Apr,16:00:02,www.ntua.gr,4,193.62.92.125,1.620,1.564,1.517
16 Apr,16:00:02,www.ntua.gr,5,10.11.1.0,1.705,1.662,1.620
16 Apr,16:00:02,www.ntua.gr,6,146.97.141.116,4.435,4.891,4.778
16 Apr,16:00:02,www.ntua.gr,7,146.97.38.49,5.499,4.966,4.907
16 Apr,16:00:02,www.ntua.gr,8,146.97.33.5,5.444,5.195,5.123
16 Apr,16:00:02,www.ntua.gr,14,62.40.124.43,50.577,51.489,50.781
16 Apr,16:00:02,www.ntua.gr,15,62.217.100.72,60.133,60.143,60.000
16 Apr,16:00:02,www.ntua.gr,16,62.217.96.169,61.709,61.314,61.354
16 Apr,16:00:02,www.harenet.ad.jp,1,192.168.25.1,1.187,1.105,1.012
16 Apr,16:00:02,www.harenet.ad.jp,2,139.222.0.1,11.146,16.750,19.913
16 Apr,16:00:02,www.harenet.ad.jp,3,10.0.0.1,4.583,7.571,10.427
16 Apr,16:00:02,www.harenet.ad.jp,4,193.62.92.125,1.344,1.282,1.216
